ID	Frameset	Arg	Func	Descr
578	alienate.01	ARG2	DIR	alienated from what/whom, the insiders
579	align.01	ARG0	pag	agent
580	align.01	ARG1	SE1	first or all things made parallel
581	align.01	ARG2	SE2	entity parallelled
582	align.01	ARG3	DOM	subject matter, domain of alignment; issue aligned on
583	align.01	ARG4	AXS1	Arg1's parallel axis
584	align.01	ARG5	AXS2	Arg2's parallel axis
585	align.02	ARG0	pag	agent
586	align.02	ARG1	SE1	first or all things put in a line
587	align.02	ARG2	SE2	other entities already forming a line
588	align.02	ARG3	AXS	axis
589	alkalify.01	ARG0	PAG	agent, cause
590	alkalify.01	ARG1	PPT	thing becoming alkaline
591	alkalify.01	ARG2	MNR	instrument or  method
592	alkylate.01	ARG0	PAG	Agent
593	alkylate.01	ARG1	PPT	Compound alkylated
594	allay.01	ARG0	PAG	agent, causer
595	allay.01	ARG1	PPT	entity relieved
596	allege.01	ARG0	PAG	speaker, alleger
597	allege.01	ARG1	PPT	utterance, allegation
598	allege.01	ARG2	GOL	hearer
599	allege.01	ARG3	VSP	person against whom something is alleged
600	allegiant.01	ARG1	PAG	devoted entity
601	allegiant.01	ARG2	GOL	devoted to
602	allergic.01	ARG1	PPT	sufferer, allergic one
603	allergic.01	ARG2	PAG	cause of allergy
604	alleviate.01	ARG0	CAU	agent, causer
605	alleviate.01	ARG1	PPT	problems
606	alligator.01	ARG0	PAG	alligatorer, Agent
607	alligator.01	ARG1	PPT	thing made scaly, Patient
608	allocate.01	ARG0	PAG	granter
609	allocate.01	ARG1	PPT	thing granted
610	allocate.01	ARG2	GOL	benefactive, granted-to
611	allot.01	ARG0	PAG	giver
612	allot.01	ARG1	PPT	thing alloted
613	allot.01	ARG2	GOL	benefactive, allotted-to
614	allow.01	ARG0	PAG	allower
615	allow.01	ARG1	PPT	action allowed
616	allow.02	ARG0	PAG	allocator
617	allow.02	ARG1	PPT	thing allocated (us. time)
618	allow.02	ARG2	GOL	to some task
619	allow.03	ARG0	PAG	admitter
620	allow.03	ARG1	PPT	true proposition
621	allowable.04	ARG0	PAG	allower
622	allowable.04	ARG1	PPT	action allowed (may require concatenation)
623	allude.01	ARG0	PAG	alluder, agent
624	allude.01	ARG1	PPT	entity alluded to
625	allure.01	ARG0	PAG	allurer, agent
626	allure.01	ARG1	PPT	allured thing(s) or person
627	allure.01	ARG2	PRD	allured with, behavior or thing
628	ally.01	ARG0	PAG	agent, causer
629	ally.01	ARG1	PPT	entity united
630	ally.01	ARG2	COM	entity united with
631	alone.01	ARG1	PAG	loner
632	alone.01	ARG2	PPT	domain in which arg1 is unique
633	leave_alone.02	ARG0	PAG	bothersome entity
634	leave_alone.02	ARG1	PPT	entity who doesn't want to be bothered
635	alter.01	ARG0	PAG	causer of transformation
636	alter.01	ARG1	PPT	thing changing
637	alter.01	ARG2	PRD	end state
638	alter.01	ARG3	VSP	start state
639	altercation.01	ARG0	PAG	first participant
640	altercation.01	ARG1	COM	second participant
641	altercation.01	ARG2	PPT	spoils, over what?
642	alternate.01	ARG0	PAG	causer of switch
643	alternate.01	ARG1	PPT	first or all things switching
644	alternate.01	ARG2	PPT	secondary possibilities
645	amalgamate.01	ARG0	PAG	mixer, agent
646	amalgamate.01	ARG1	PPT	ingredient(s)
647	amass.01	ARG0	PAG	entity accumulating something
648	amass.01	ARG1	PPT	thing/stuff accumulated
649	amass.01	ARG3	VSP	price
650	amaze.01	ARG0	PAG	causer of amazement
651	amaze.01	ARG1	PPT	amazed entity
652	ambiguous.01	ARG0	PAG	agent of ambiguous behavior
653	ambiguous.01	ARG1	PPT	ambiuous action, thing
654	ambiguous.01	ARG2	GOL	perceiver of ambiguity
655	ambiguous.01	ARG3	VSP	first interpretation
656	ambiguous.01	ARG4	VSP	second interpretation(s)
657	ambitious.01	ARG0	PAG	entity with ambition
658	ambitious.01	ARG1	PPT	the ambition
659	amble.01	ARG0	PPT	walker, agent
660	ambulate.01	ARG0	PAG	Walker
661	ambulate.01	ARG1	LOC	Path walked, not DIR
662	ambulatory.02	ARG0	PAG	Walker
663	ambulatory.02	ARG1	LOC	Path walked, not DIR
664	ambush.01	ARG0	PAG	ambusher, agent
665	ambush.01	ARG1	PPT	entity ambushed
666	ameliorate.01	ARG0	PAG	cause of improvement, agent
667	ameliorate.01	ARG1	PPT	entity becoming better
668	ameliorate.01	ARG2	MNR	instrument, if separate from agent
669	amenable.01	ARG0	PAG	acceptor
670	amenable.01	ARG1	PPT	amenable to; thing tried
671	amend.01	ARG0	PAG	amender, corrector
672	amend.01	ARG1	PPT	thing amended
673	amend.01	ARG2	PRD	secondary predication on arg1
674	amendable.02	ARG0	PAG	amender, corrector
675	amendable.02	ARG1	PPT	thing amended
676	amendable.02	ARG2	PRD	secondary predication on arg1
677	americanize.01	ARG0	PAG	causer, agent
678	americanize.01	ARG1	PPT	victim
679	americanize.01	ARG2	MNR	instrument
680	american.02	ARG1	PPT	American entity
681	amicable.01	ARG1	PPT	amicable thing
682	amicable.01	ARG2	GOL	amicable to whom?
683	aminate.01	ARG0	PAG	agent of amination (e.g. scientist)
684	aminate.01	ARG1	PPT	thing aminated
685	aminate.01	ARG2	MNR	instrument
686	aminate.01	ARG3	PRD	product of amination
687	amnesty.01	ARG0	PAG	forgiver, granter of pardon
688	amnesty.01	ARG1	PPT	pardoned entity
689	amnesty.01	ARG2	VSP	forgiven acts
690	amorous.01	ARG0	PAG	first lover
691	amorous.01	ARG1	PPT	subsequent lover(s)
692	amortize.01	ARG0	PAG	spreader of burden, agent
693	amortize.01	ARG1	PPT	burden (us. cost, debt)
694	amortize.01	ARG2	TMP	spread over what
695	amount.01	ARG1	PPT	thing(s) being counted
696	amount.01	ARG2	PRD	count, total
697	amount.02	ARG1	PPT	focus
698	amount.02	ARG2	PRD	ground, introduced by 'to'
699	amplify.01	ARG0	PAG	causer of becoming louder
700	amplify.01	ARG1	PPT	thing becoming louder
701	amplify.01	ARG2	MNR	instrument, if separate from arg0
702	amputate.01	ARG0	PAG	amputator, agent
703	amputate.01	ARG1	PPT	part of body amputated
704	amuse.01	ARG0	PAG	causer of mirth
705	amuse.01	ARG1	PPT	mirthful entity
706	amuse.01	ARG2	MNR	instrument
707	anachronistic.01	ARG1	PPT	entity/action with characteristics of another time
708	analyze.01	ARG0	PAG	student
709	analyze.01	ARG1	PPT	subject
710	anastomose.01	ARG0	PAG	agent, surgeon, drug
711	anastomose.01	ARG1	PPT	first entity connected
712	anastomose.01	ARG2	PPT	entity arg1 is being connected to
713	anastomose.01	ARG3	GOL	benefactive, person undergoing anastomosis procedure
714	anastomose.01	ARG4	PRD	result: the opening itself
715	anastomotic.02	ARG1	PPT	entity located at the anastomosis
716	anastomotic.02	ARG2	LOC	the anastomosis
717	anchor.01	ARG0	PAG	causer of anchorment, agent
718	anchor.01	ARG1	PPT	thing anchored
719	anemic.01	ARG1	PAG	anemic entity
720	anemic.01	ARG2	PPT	measurement/nutrient (often hemoglobin)
721	anephric.01	ARG1	PAG	entity without functioning kidneys
722	anesthetize.01	ARG0	PAG	agent, doctor
723	anesthetize.01	ARG1	PPT	patient, patient
724	anesthetize.01	ARG2	MNR	anesthetic, instrument separate from arg 0
725	aneurysmal.01	ARG1	PPT	aneurysmal entity
726	anger.01	ARG0	PAG	cause of anger
727	anger.01	ARG1	PPT	experiencer
728	angiograph.01	ARG0	PAG	agent
729	angiograph.01	ARG1	PPT	entity imaged
730	angiograph.01	ARG2	LOC	specific entity imaged, if in addition to ARG1
731	angioplasty.01	ARG0	PAG	agent, surgeon
732	angioplasty.01	ARG1	PPT	angioplastied entity (blood vessel, lesion, stenosis, etc.)
733	angioplasty.01	ARG2	GOL	beneficiary (undergoer of procedure)
734	angioplasty.01	ARG3	LOC	location (heart, extremities, e.g.), if in addition to ARG1
735	angle.01	ARG0	PPT	entity in motion
736	angle.01	ARG1	LOC	description of path
737	angle.02	ARG0	PAG	agent, cause
738	angle.02	ARG1	SE1	entity angled
739	angle.02	ARG2	DIR	path, axis
740	angle.02	ARG3	SE2	compared to what entity
741	angle.02	ARG4	ANG	angle measurement
742	anglicize.01	ARG0	PAG	causer, agent
743	anglicize.01	ARG1	PPT	entity anglicized
744	anglicize.01	ARG2	MNR	instrument
745	anguish.01	ARG0	PPT	anguished one
746	anguish.01	ARG1	PAG	cause for anguish
747	angulate.01	ARG0	PAG	agent, person distorting arg1
748	angulate.01	ARG1	PPT	entity being angulated
749	angulate.01	ARG2	PRD	angle, degrees if explicit
750	anicteric.01	ARG1	PPT	entity without jaundice
751	animalize.01	ARG0	PAG	Agent, cause of animalization
752	animalize.01	ARG1	PPT	Entity made beast
753	animate.01	ARG0	PAG	animator (prob. rare)
754	animate.01	ARG1	PPT	cartoon
755	animate.02	ARG0	PAG	cause, emotion
756	animate.02	ARG1	PPT	lively thing
757	ankylose.01	ARG0	PAG	Cause of fusing
758	ankylose.01	ARG1	PPT	Entity being fused/suffering from ankylosis
759	anneal.01	ARG0	PAG	agent
760	anneal.01	ARG1	PPT	thing heated and cooled
761	anneal.01	ARG2	MNR	temperature
762	anneal.01	ARG3	MNR	start state
763	anneal.01	ARG4	PRD	end state, secondary predication
764	anneal.01	ARG5	GOL	adhered to, as a result of melting and hardening
765	annex.01	ARG0	PAG	annexer, agent
766	annex.01	ARG1	PPT	thing annexed
767	annex.01	ARG2	DIR	annexed from
768	annihilate.01	ARG0	PAG	destroyer
769	annihilate.01	ARG1	PPT	thing destroyed
770	annihilate.01	ARG2	MNR	instrument of destruction
771	anniversary.01	ARG0	PAG	agent, honorer
772	anniversary.01	ARG1	PPT	thing remembered
773	anniversary.01	ARG2	TMP	times celebrated
774	annotate.01	ARG0	PAG	commentor
775	annotate.01	ARG1	PPT	thing commented on
776	announce.01	ARG0	PAG	announcer
777	announce.01	ARG1	PPT	utterance
778	announce.01	ARG2	GOL	hearer
779	announce.01	ARG3	VSP	attribute of arg1
780	annoy.01	ARG0	PAG	annoyer
781	annoy.01	ARG1	PPT	annoyed
782	annoy.01	ARG2	PRD	instrument, if separate from arg0
783	annualize.01	ARG0	PAG	agent
784	annualize.01	ARG1	PPT	thing annualized
785	annualize.01	ARG2	TMP	term, length of time annualized over
786	annul.01	ARG0	PAG	entity making void or null
787	annul.01	ARG1	PPT	thing made void
788	annular.01	ARG1	PPT	ring-shaped thing
789	annuloplasty.01	ARG0	PAG	surgeon
790	annuloplasty.01	ARG1	PPT	thing tightened (the valve)
791	annuloplasty.01	ARG2	GOL	beneficiary (undergoer of procedure)
792	anoint.01	ARG0	PAG	anointer, agent
793	anoint.01	ARG1	GOL	entity anointed
794	anonymous.01	ARG1	PPT	anonymous entity
795	anovulation.01	ARG0	PAG	cause
796	anovulation.01	ARG1	PPT	entity not emitting an egg
797	answer.01	ARG0	PAG	replier
798	answer.01	ARG1	GOL	in response to
799	answer.01	ARG2	PPT	answer
800	answerable.02	ARG1	PPT	perpetrator, answerable one
801	answerable.02	ARG2	PPT	role or crime, answerable for what?
802	answerable.02	ARG3	GOL	judge, answerable to whom?
803	antagonize.01	ARG0	PAG	hostile entity
804	antagonize.01	ARG1	PPT	entity antagonized
805	antagonize.02	ARG1	PPT	neutralizing, opposing entity
806	antagonize.02	ARG2	PPT	neutralized, opposed entity
807	antedate.01	ARG0	PAG	Preceder, thing antedating/coming before sth else
808	antedate.01	ARG1	PPT	Thing preceded, following arg0.
809	anterior.01	ARG1	PPT	thing that is more forward
810	anterior.01	ARG2	PPT	in reference to what
811	antiassad.01	ARG1	PPT	entity opposed to Assad
812	anticipate.01	ARG0	PAG	anticipater
813	anticipate.01	ARG1	PPT	thing anticipated
814	anticipate.02	ARG0	PAG	thing coming before
815	anticipate.02	ARG1	PPT	thing coming after
816	anticoagulate.101	ARG0	PAG	Doctor
817	anticoagulate.101	ARG1	PPT	Patient
818	anticorruption.01	ARG0	PAG	entity combatting corruption
819	anticorruption.01	ARG1	PPT	entity freed from corruption
820	anticorruption.01	ARG2	VSP	the corruption itself, which is removed
821	antihypertensive.01	ARG0	PAG	thing reducing blood pressure
822	antique.01	ARG0	PAG	shopper
823	antique.01	ARG1	PPT	thing sought
824	antique.01	ARG4	GOL	benefactive
825	antiwar.01	ARG1	PAG	antiwar entity
826	antsy.01	ARG0	CAU	causer of anxiety, impatience
827	antsy.01	ARG1	PAG	experiencer of anxiety, impatience
828	antsy.01	ARG2	PPT	impatient to do what
829	anuric.01	ARG1	PAG	entity who cannot unrinate
830	anxious.01	ARG0	CAU	cause of anxiety -- anxious over/about what?
831	anxious.01	ARG1	CAU	nervous entity
832	anxious.02	ARG1	PAG	impatient one
833	anxious.02	ARG2	PPT	to do what
834	apartheidize.01	ARG0	PAG	agent of apartheidization
835	apartheidize.01	ARG1	PPT	nation/region being inflicted with apartheid
836	aphasic.01	ARG0	PAG	cause
837	aphasic.01	ARG1	PPT	thing or aspect affected by aphasic (Ie speech)
838	aphasic.01	ARG2	GOL	aphasia sufferer
839	apologize.01	ARG0	PAG	apologist
840	apologize.01	ARG1	CAU	apologize for
841	apologize.01	ARG2	GOL	apologized to
842	apologize.01	ARG3	PPT	utterance, the apology itself
843	apostatize.01	ARG0	PAG	agent; the one willfully dissociating
844	apostatize.01	ARG1	DIR	dissociated from
845	appall.01	ARG0	PAG	Stimulus of appallment
846	appall.01	ARG1	PPT	appalled entity
847	appeal.01	ARG0	PAG	appealer
848	appeal.01	ARG1	PPT	decision disagreed with
849	appeal.01	ARG2	GOL	appealed to
850	appeal.02	ARG0	PAG	begger, appealer
851	appeal.02	ARG1	GOL	appealed to, begged from
852	appeal.02	ARG2	PPT	begged/appealed for
853	appeal.03	ARG0	PAG	appealing thing
854	appeal.03	ARG1	PPT	entity attracted
855	appear.01	ARG1	PPT	thing appearing
856	appear.02	ARG1	PPT	thing seeming, often requires concatenation
857	appear.02	ARG2	GOL	viewer, to whom does it seem like that?
858	appease.01	ARG0	PAG	Stimulus, agent
859	appease.01	ARG1	PPT	entity appeased
860	appellation.01	ARG0	PAG	namer, agent
861	appellation.01	ARG1	PPT	thing being named
862	appellation.01	ARG2	PRD	name itself
863	append.01	ARG0	PAG	attacher
864	append.01	ARG1	PPT	attached
865	append.01	ARG2	GOL	attached to
866	appendectomy.01	ARG0	PAG	surgeon
867	appendectomy.01	ARG1	PPT	removed
868	appendectomy.01	ARG2	SRC	removed from
869	applaud.01	ARG0	PAG	clapper
870	applaud.01	ARG1	PPT	thing approved of
871	applaud.01	ARG2	PRD	grounds, reason for approval
872	applique.01	ARG0	PAG	decorator
873	applique.01	ARG1	GOL	thing decorated
874	applique.01	ARG2	PPT	image
875	apply.01	ARG0	PAG	applier
876	apply.01	ARG1	PPT	thing applied for
877	apply.01	ARG2	GOL	entity applied to
878	apply.02	ARG0	PAG	applier
879	apply.02	ARG1	PPT	thing applied, associated, worked
880	apply.02	ARG2	PRD	applied to
881	apply.03	ARG0	PAG	painter, agent
882	apply.03	ARG1	PPT	paint
883	apply.03	ARG2	GOL	surface
884	apply.03	ARG3	MNR	instrument, brush
885	apply.04	ARG0	PAG	driver
886	apply.04	ARG1	PPT	brakes
887	applicable.05	ARG0	PAG	agent
888	applicable.05	ARG1	PPT	applicable thing
889	applicable.05	ARG2	GOL	applicable to
890	appoint.01	ARG0	PAG	appointer, employer
891	appoint.01	ARG1	PPT	appointee, employee
892	appoint.01	ARG2	PRD	job, position
893	appointment.02	ARG0	PAG	first person meeting
894	appointment.02	ARG1	COM	second person meeting, who arg0 has appt. with
895	apportion.01	ARG0	PAG	divider
896	apportion.01	ARG1	PPT	thing divided
897	apportion.01	ARG2	GOL	benefactive
898	appose.01	ARG0	PAG	placer
899	appose.01	ARG1	PPT	thing placed
900	appraise.01	ARG0	PAG	seller
901	appraise.01	ARG1	PPT	commodity
902	appraise.01	ARG2	VSP	price
903	appraise.02	ARG0	PAG	understanding entity
904	appraise.02	ARG1	PPT	knowledge, topic
905	appreciate.01	ARG1	PPT	thing increasing
906	appreciate.01	ARG2	EXT	EXT
907	appreciate.01	ARG3	DIR	start point
908	appreciate.01	ARG4	PRD	end point
909	appreciate.02	ARG0	PPT	emoter
910	appreciate.02	ARG1	PAG	thing appreciated
911	appreciate.03	ARG0	PAG	noticer
912	appreciate.03	ARG1	PPT	thing noticed
913	apprehend.01	ARG0	PAG	agent, apprehendor
914	apprehend.01	ARG1	PPT	criminal,entity seized
915	apprehend.01	ARG2	PRD	crime, or attribute of arg 1
916	apprehend.03	ARG0	PAG	understander
917	apprehend.03	ARG1	PPT	thing understood
918	apprehension.02	ARG0	PAG	fearful entity
919	apprehension.02	ARG1	PPT	fearful of or about; misgiving; cause
920	apprentice.01	ARG0	PPT	apprentice
921	apprentice.01	ARG1	VSP	skill
922	apprentice.01	ARG2	PAG	employer or craftsman
923	apprise.01	ARG0	PAG	informer
924	apprise.01	ARG1	GOL	informed
925	apprise.01	ARG2	PPT	information
926	approach.01	ARG1	PPT	entity in motion
927	approach.01	ARG2	LOC	destination
928	approach.02	ARG0	PAG	treater, dealer, agent
929	approach.02	ARG1	PPT	thing
930	approach.02	ARG2	PRD	attribute
931	approachable.03	ARG0	PAG	approacher
932	approachable.03	ARG1	PPT	entity that is easy to approach
933	appropriate.01	ARG0	PAG	taker of possession, agent
934	appropriate.01	ARG1	PPT	entity appropriated
935	appropriate.02	ARG1	PAG	suitable thing
936	appropriate.02	ARG2	PPT	suited to
937	approve.01	ARG0	PAG	approver
938	approve.01	ARG1	PPT	thing approved
939	approve.01	ARG2	PRD	secondary attribute
940	approximate.01	ARG0	PAG	entity coming close
941	approximate.01	ARG1	PPT	entity coming close to
942	apt.01	ARG1	PPT	likely event (may require concatenation)
943	apt.02	ARG1	PAG	competent one
944	apt.02	ARG2	PPT	aptitude
945	arbitrage.01	ARG0	PAG	arbitrager, agent
946	arbitrage.01	ARG1	PPT	currency/stock/security exchanged
947	arbitrate.01	ARG0	PAG	agent
948	arbitrate.01	ARG1	PPT	conflict needing a decision
949	arbitrate.01	ARG2	GOL	decision itself, often in favor or against...
950	arbitrary.02	ARG1	PPT	thing that is determined by chance
951	arbitrary.02	ARG2	GOL	whom it is arbitrary to, perceiver of arbtrariness
952	arch.01	ARG0	PAG	causer of arching motion/state
953	arch.01	ARG1	PPT	thing in arch-like configuration
954	archive.01	ARG0	PAG	storer
955	archive.01	ARG1	PPT	thing stored
956	archive.01	ARG2	GOL	building, location
957	argentinian.01	ARG1	PPT	Argentinian entity
958	argue.01	ARG0	PAG	speaker
959	argue.01	ARG1	PPT	argument
960	argue.01	ARG2	GOL	listener
961	argue.02	ARG0	PAG	first arguer
962	argue.02	ARG1	COM	second arguer
963	argue.02	ARG2	PPT	topic
964	arguable.03	ARG0	PAG	arguer
965	arguable.03	ARG1	PPT	argument
966	arguable.03	ARG2	GOL	audience
967	arm.01	ARG0	PAG	equiper, provider, agent
968	arm.01	ARG1	GOL	entity armed
969	arm.01	ARG2	PPT	equipment
970	arm_up.02	ARG0	PAG	equiper, provider, agent
971	arm_up.02	ARG1	GOL	entity armed
972	arm_up.02	ARG2	PPT	equipment
973	stiff_arm.03	ARG0	PAG	deflector
974	stiff_arm.03	ARG1	PPT	opponent
975	stiff_arm.03	ARG2	VSP	subject matter
976	armor.01	ARG0	PAG	provider
977	armor.01	ARG1	GOL	entity getting equipment
978	armor.01	ARG2	PPT	equipment
979	aromatize.01	ARG0	PAG	causer of aromitization
980	aromatize.01	ARG1	GOL	destination, room, thing made aromatic
981	aromatize.01	ARG2	PPT	aroma itself
982	arouse.01	ARG0	PAG	causer
983	arouse.01	ARG1	PPT	entity aroused
984	arousable.02	ARG0	PAG	causer
985	arousable.02	ARG1	PPT	entity aroused
986	arraign.01	ARG0	PAG	legal authority
987	arraign.01	ARG1	PPT	person arraigned
988	arraign.01	ARG2	CAU	crime
989	arrange.01	ARG0	PAG	builder
990	arrange.01	ARG1	PPT	construction, item/material being arranged
991	arrange.01	ARG2	VSP	start state
992	arrange.01	ARG3	GOL	benefactive
993	arrange.01	ARG4	PRD	end state
994	array.01	ARG0	PAG	agent
995	array.01	ARG1	PPT	thing aligned
996	arrest.01	ARG0	PAG	police
997	arrest.01	ARG1	PPT	criminal
998	arrest.01	ARG2	CAU	crime
999	arrest.02	ARG0	PAG	causer of stopping
1000	arrest.02	ARG1	PPT	thing stopping
1001	arrive.01	ARG1	PPT	entity in motion / 'comer'
1002	arrive.01	ARG2	EXT	extent -- rare)
1003	arrive.01	ARG3	DIR	start point -- also rare)
1004	arrive.01	ARG4	LOC	end point, destination
1005	arrogant.01	ARG0	PAG	prideful agent
1006	arrogant.01	ARG1	PPT	prideful action
1007	arrogant.01	ARG2	GOL	target of prideful behavior
1008	arrogate.01	ARG0	PAG	usurper
1009	arrogate.01	ARG1	PPT	Entity usurped
1010	arrogate.01	ARG2	GOL	Benefactive, whom is arg1 appropriated to?
1011	arson.01	ARG0	PAG	fire-setter
1012	arson.01	ARG1	PPT	property burned
1013	arthroplasty.01	ARG0	PAG	surgeon
1014	arthroplasty.01	ARG1	PPT	joint
1015	arthroplasty.01	ARG2	GOL	undergoer of procedure (person with joint)
1016	articulate.01	ARG0	PAG	speaker
1017	articulate.01	ARG1	PPT	utterance
1018	articulate.01	ARG2	GOL	hearer (in theory possible)
1019	articulate.02	ARG0	PAG	entity possessing clear language
1020	articulate.02	ARG1	PPT	subject matter expressed clearly
1021	artifactual.01	ARG1	PAG	thing that is an artifact, fluke
1022	artifactual.01	ARG2	PPT	artifact of what
1023	ascend.01	ARG0	PPT	entity rising
1024	ascend.01	ARG1	LOC	location
1025	ascend.02	ARG1	PPT	Rising entity
1026	ascend.02	ARG2	EXT	EXT, amount risen
1027	ascend.02	ARG3	DIR	Start point
1028	ascend.02	ARG4	GOL	End point
1029	ascertain.01	ARG0	PAG	ascertainer
1030	ascertain.01	ARG1	PPT	thing figured out
1031	ascribe.01	ARG0	PAG	assigner
1032	ascribe.01	ARG1	PPT	thing assigned (attribute)
1033	ascribe.01	ARG2	GOL	assigned to
1034	aseismic.01	ARG1	PPT	ground not shaken (plates, region, epicenter)
1035	ask.01	ARG0	PAG	asker
1036	ask.01	ARG1	PPT	question
1037	ask.01	ARG2	GOL	hearer
1038	ask.01	ARG3	PRD	attributive
1039	ask.02	ARG0	PAG	asker
